datetime,Global_active_power
2008/10/27,523.892
2008/10/28,1327.29
2008/10/29,1612.576
2008/10/30,1098.6
2008/10/31,1285.832
2008/11/1,830.498
2008/11/2,910.614
2008/11/3,847.6
2008/11/4,1562.316
2008/11/5,3134.93
2008/11/6,1588.438
2008/11/7,1619.184
2008/11/8,1733.138
2008/11/9,2578.538
2008/11/10,2091.88
2008/11/11,2455.95
2008/11/12,2186.494
2008/11/13,1238.46
2008/11/14,1621.738
2008/11/15,3031.628
2008/11/16,2365.432
2008/11/17,1523.636
2008/11/18,1749.05
2008/11/19,1840.238
2008/11/20,1692.336
2008/11/21,1673.93
2008/11/22,1711.368
2008/11/23,3405.324
2008/11/24,3212.998
2008/11/25,2702.85
2008/11/26,1515.954
2008/11/27,2362.218
2008/11/28,1885.964
2008/11/29,2434.668
2008/11/30,2401.388
2008/12/1,1616.538
2008/12/2,1793.444
2008/12/3,1755.164
2008/12/4,1738.638
2008/12/5,2058.618
2008/12/6,2523.836
2008/12/7,2466.74
2008/12/8,1868.636
2008/12/9,2003.144
2008/12/10,2111.02
2008/12/11,1432.522
2008/12/12,1815.534
2008/12/13,1825.574
2008/12/14,2002.12
2008/12/15,1795.45
2008/12/16,1797.09
2008/12/17,2098.786
2008/12/18,1736.94
2008/12/19,1882.112
2008/12/20,2242.502
2008/12/21,2643.61
2008/12/22,2015.808
2008/12/23,1798.088
2008/12/24,1269.638
2008/12/25,1061.118
2008/12/26,1223.732
2008/12/27,2972.164
2008/12/28,1570.642
2008/12/29,555.278
2008/12/30,1195.238
2008/12/31,1964.188
2009/1/1,1406.692
2009/1/2,2327.51
2009/1/3,1913.496
2009/1/4,1939.994
2009/1/5,1604
2009/1/6,1689.862
2009/1/7,2080.272
2009/1/8,1633.27
2009/1/9,1788.702
2009/1/10,2102.948
2009/1/11,1975.988
2009/1/12,1589.278
2009/1/13,2182.6
2009/1/14,1776.282
2009/1/15,1564.068
2009/1/16,2766.554
2009/1/17,3317.82
2009/1/18,3154.194
2009/1/19,1699.866
2009/1/20,1738.028
2009/1/21,1739.434
2009/1/22,1237.356
2009/1/23,1910.536
2009/1/24,2200.77
2009/1/25,2843.664
2009/1/26,1674.472
2009/1/27,1425.03
2009/1/28,2721.734
2009/1/29,1573.698
2009/1/30,2059.038
2009/1/31,3312.852
2009/2/1,1807.46
2009/2/2,1603.3
2009/2/3,1868.39
2009/2/4,2460.924
2009/2/5,1649.088
2009/2/6,2048.396
2009/2/7,3131.536
2009/2/8,2182.866
2009/2/9,1706.638
2009/2/10,1943.822
2009/2/11,2639.39
2009/2/12,1968.66
2009/2/13,1690.022
2009/2/14,2332.594
2009/2/15,1586.032
2009/2/16,1318.994
2009/2/17,781.698
2009/2/18,826.45
2009/2/19,737.268
2009/2/20,1880.736
2009/2/21,1316.184
2009/2/22,2238.478
2009/2/23,2733.656
2009/2/24,1783.144
2009/2/25,1169.844
2009/2/26,1156.852
2009/2/27,2028.918
2009/2/28,1630.75
2009/3/1,2467.626
2009/3/2,1477.442
2009/3/3,1848.952
2009/3/4,1842.13
2009/3/5,1441.812
2009/3/6,1783.474
2009/3/7,1696.466
2009/3/8,2357.166
2009/3/9,1685.556
2009/3/10,1836.21
2009/3/11,2405.904
2009/3/12,1887.26
2009/3/13,1445.52
2009/3/14,2149.028
2009/3/15,1942.062
2009/3/16,1334.732
2009/3/17,1931.91
2009/3/18,1450.68
2009/3/19,1191.532
2009/3/20,1463.906
2009/3/21,1930.022
2009/3/22,1689.17
2009/3/23,1296.45
2009/3/24,1661.712
2009/3/25,1838.774
2009/3/26,1211.004
2009/3/27,1713.926
2009/3/28,2260.976
2009/3/29,2216.65
2009/3/30,1477.452
2009/3/31,1823.482
2009/4/1,1641.14
2009/4/2,1644.334
2009/4/3,1363.26
2009/4/4,2191.232
2009/4/5,1375.716
2009/4/6,1452.634
2009/4/7,1440.092
2009/4/8,1534.6
2009/4/9,1890.472
2009/4/10,1842.114
2009/4/11,2462.446
2009/4/12,2141.012
2009/4/13,1598.624
2009/4/14,1501.538
2009/4/15,1216.062
2009/4/16,1564.524
2009/4/17,2042.81
2009/4/18,1512.266
2009/4/19,1286.468
2009/4/20,1486.51
2009/4/21,1894.598
2009/4/22,1496.198
2009/4/23,1141.46
2009/4/24,1194.048
2009/4/25,2022.284
2009/4/26,1781.626
2009/4/27,1351.628
2009/4/28,1706.386
2009/4/29,1664.68
2009/4/30,1834.762
2009/5/1,1512.802
2009/5/2,1393.91
2009/5/3,1608.878
2009/5/4,1667.882
2009/5/5,1731.474
2009/5/6,1349.902
2009/5/7,1012.648
2009/5/8,1857.156
2009/5/9,1261.352
2009/5/10,1966.552
2009/5/11,1517.176
2009/5/12,1625.956
2009/5/13,1246.398
2009/5/14,1606.984
2009/5/15,1422.226
2009/5/16,2007.378
2009/5/17,1543.764
2009/5/18,1209.906
2009/5/19,1617.344
2009/5/20,1307.162
2009/5/21,1575.15
2009/5/22,1074.806
2009/5/23,1530.598
2009/5/24,1287.786
2009/5/25,1354.096
2009/5/26,1337.674
2009/5/27,1544.292
2009/5/28,1179.736
2009/5/29,1242.846
2009/5/30,1659.106
2009/5/31,956.89
2009/6/1,1443.26
2009/6/2,1090.638
2009/6/3,1356.578
2009/6/4,1035.66
2009/6/5,1230.36
2009/6/6,1475.45
2009/6/7,1207.392
2009/6/8,1178.776
2009/6/9,1332.85
2009/6/10,1602.996
2009/6/11,1300.65
2009/6/12,1101.732
2009/6/13,1441.66
2009/6/14,1117.46
2009/6/15,771.908
2009/6/16,1508.792
2009/6/17,988.016
2009/6/18,1165.7
2009/6/19,1086.866
2009/6/20,1107.1
2009/6/21,855.142
2009/6/22,1094.098
2009/6/23,1039.214
2009/6/24,1534.874
2009/6/25,771.362
2009/6/26,1277.322
2009/6/27,1709.052
2009/6/28,1059.394
2009/6/29,1010.134
2009/6/30,1192.446
2009/7/1,1218.342
2009/7/2,1242.578
2009/7/3,864.148
2009/7/4,1238.568
2009/7/5,1410.736
2009/7/6,954.26
2009/7/7,1110.136
2009/7/8,1234.4
2009/7/9,846.252
2009/7/10,1187.118
2009/7/11,993.968
2009/7/12,513.478
2009/7/13,496.746
2009/7/14,911.43
2009/7/15,718.074
2009/7/16,599.554
2009/7/17,731.808
2009/7/18,966.41
2009/7/19,1203.644
2009/7/20,662.486
2009/7/21,813.762
2009/7/22,739.532
2009/7/23,1030
2009/7/24,561.738
2009/7/25,536.688
2009/7/26,543.016
2009/7/27,688.566
2009/7/28,902.85
2009/7/29,902
2009/7/30,792.326
2009/7/31,975.83
2009/8/1,706.966
2009/8/2,489.724
2009/8/3,500.298
2009/8/4,508.892
2009/8/5,518.652
2009/8/6,532.672
2009/8/7,539.296
2009/8/8,526.472
2009/8/9,998.234
2009/8/10,1069.358
2009/8/11,950.954
2009/8/12,824.436
2009/8/13,606.842
2009/8/14,748.676
2009/8/15,1514.062
2009/8/16,1217.712
2009/8/17,785.908
2009/8/18,1080.598
2009/8/19,880.742
2009/8/20,775.722
2009/8/21,1161.746
2009/8/22,1548.738
2009/8/23,1066.708
2009/8/24,1252.254
2009/8/25,943.61
2009/8/26,1136.546
2009/8/27,749.466
2009/8/28,1118.842
2009/8/29,1388.414
2009/8/30,1668.342
2009/8/31,1265.522
2009/9/1,980.536
2009/9/2,1222.814
2009/9/3,1251.188
2009/9/4,1024.388
2009/9/5,1513.866
2009/9/6,1228.63
2009/9/7,1221.458
2009/9/8,1086.254
2009/9/9,1521.344
2009/9/10,1112.354
2009/9/11,1214.146
2009/9/12,2064.358
2009/9/13,1570.302
2009/9/14,1574.858
2009/9/15,1456.806
2009/9/16,1743.162
2009/9/17,1223.426
2009/9/18,1374.032
2009/9/19,2135.71
2009/9/20,2035.328
2009/9/21,1417.868
2009/9/22,1246.536
2009/9/23,1636.61
2009/9/24,1426.258
2009/9/25,1161.016
2009/9/26,1556.254
2009/9/27,1410.472
2009/9/28,1299.456
2009/9/29,1146.398
2009/9/30,1772.736
2009/10/1,1287.252
2009/10/2,1152.668
2009/10/3,1716.74
2009/10/4,1621.106
2009/10/5,1275.522
2009/10/6,1428.448
2009/10/7,1821.834
2009/10/8,1577.166
2009/10/9,1351.862
2009/10/10,2012.756
2009/10/11,1938.284
2009/10/12,1351.604
2009/10/13,1449.1
2009/10/14,1711.224
2009/10/15,1489.976
2009/10/16,1516.86
2009/10/17,2742.08
2009/10/18,1556.164
2009/10/19,1369.108
2009/10/20,1722.808
2009/10/21,1969.506
2009/10/22,1399.71
2009/10/23,1757.45
2009/10/24,2614.408
2009/10/25,2406.536
2009/10/26,1112.344
2009/10/27,1116.756
2009/10/28,1268.708
2009/10/29,1981.44
2009/10/30,1493.358
2009/10/31,1875.942
2009/11/1,1843.168
2009/11/2,1504.226
2009/11/3,2266.688
2009/11/4,1801.8
2009/11/5,1560.466
2009/11/6,1390.45
2009/11/7,1557.176
2009/11/8,2508.002
2009/11/9,1404.752
2009/11/10,1606.184
2009/11/11,2040.48
2009/11/12,1463.066
2009/11/13,1532.926
2009/11/14,2560.456
2009/11/15,1967.308
2009/11/16,1514.468
2009/11/17,1708.294
2009/11/18,2639.174
2009/11/19,1474.848
2009/11/20,1961.016
2009/11/21,2496.856
2009/11/22,2450.976
2009/11/23,1471.122
2009/11/24,2128.856
2009/11/25,1980.13
2009/11/26,1599.626
2009/11/27,1380.026
2009/11/28,1858.95
2009/11/29,1650.962
2009/11/30,1745.19
2009/12/1,1756.378
2009/12/2,2345.668
2009/12/3,1479.688
2009/12/4,1711.294
2009/12/5,2351.762
2009/12/6,2378.288
2009/12/7,1742.638
2009/12/8,2006.884
2009/12/9,1802.356
2009/12/10,2054.286
2009/12/11,1784.462
2009/12/12,1816.38
2009/12/13,2138.814
2009/12/14,1794.862
2009/12/15,1940.116
2009/12/16,1394.874
2009/12/17,1717.182
2009/12/18,1744.706
2009/12/19,2204.334
2009/12/20,1144.166
2009/12/21,2034.966
2009/12/22,1888.022
2009/12/23,1455.2
2009/12/24,2905.894
2009/12/25,2127.648
2009/12/26,2183.618
2009/12/27,2195.452
2009/12/28,2094.098
2009/12/29,2047.968
2009/12/30,2451.11
2009/12/31,2211.892
2010/1/1,1224.252
2010/1/2,1308.836
2010/1/3,2083.454
2010/1/4,1604.132
2010/1/5,2219.78
2010/1/6,1777.18
2010/1/7,1769.442
2010/1/8,1797.208
2010/1/9,2336.9
2010/1/10,2508.466
2010/1/11,1518.684
2010/1/12,1282.538
2010/1/13,1677.252
2010/1/14,618.488
2010/1/15,2196.76
2010/1/16,2150.112
2010/1/17,1906.556
2010/1/18,1881.098
2010/1/19,2433.508
2010/1/20,2351.728
2010/1/21,2137.856
2010/1/22,1790.626
2010/1/23,2608.51
2010/1/24,2269.42
2010/1/25,1930.51
2010/1/26,2067.564
2010/1/27,2760.902
2010/1/28,2110.234
2010/1/29,2092.99
2010/1/30,2842.728
2010/1/31,1799.196
2010/2/1,1693.778
2010/2/2,2157.432
2010/2/3,2903.014
2010/2/4,2316.27
2010/2/5,2098.892
2010/2/6,2712.986
2010/2/7,1625.708
2010/2/8,2582.238
2010/2/9,2420.932
2010/2/10,1944.542
2010/2/11,1369.768
2010/2/12,1892.998
2010/2/13,2351.556
2010/2/14,1686.698
2010/2/15,2097.132
2010/2/16,1797.756
2010/2/17,2054.56
2010/2/18,1761.156
2010/2/19,1953.572
2010/2/20,1983.728
2010/2/21,2740.314
2010/2/22,1474.036
2010/2/23,1461.28
2010/2/24,1914.278
2010/2/25,1880.204
2010/2/26,2120.156
2010/2/27,1765.056
2010/2/28,711.666
2010/3/1,1298.728
2010/3/2,766.906
2010/3/3,935.834
2010/3/4,682.88
2010/3/5,1133.726
2010/3/6,794.712
2010/3/7,1372.472
2010/3/8,2557.098
2010/3/9,1760.112
2010/3/10,1822.632
2010/3/11,1951.09
2010/3/12,1645.424
2010/3/13,2383.01
2010/3/14,1566.714
2010/3/15,1791.85
2010/3/16,1542.65
2010/3/17,2009.13
2010/3/18,1562.682
2010/3/19,1663.384
2010/3/20,131.732
2010/3/21,917.282
2010/3/22,1618.59
2010/3/23,1822.162
2010/3/24,1994.752
2010/3/25,1679.884
2010/3/26,1651.284
2010/3/27,1847.97
2010/3/28,1798.214
2010/3/29,1622.738
2010/3/30,1906.454
2010/3/31,1923.802
2010/4/1,1687.44
2010/4/2,1648.622
2010/4/3,1805.278
2010/4/4,1690.388
2010/4/5,1118.82
2010/4/6,1825.852
2010/4/7,1596.982
